epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
79,4734.1,0.67511,0.3925,0.00119,0.9497,0.93626,0.95104,0.7333,0.72586,0.48757,0.00192,0.000325526,0.000325526,0.000325526
80,4807.18,0.69233,0.39989,0.00134,0.93069,0.94589,0.94872,0.75951,0.66798,0.46647,0.00164,0.000311379,0.000311379,0.000311379
81,4879.76,0.65559,0.40389,0.00128,0.93001,0.94591,0.95044,0.77641,0.62317,0.48002,0.00161,0.000297232,0.000297232,0.000297232
82,4950.21,0.7221,0.41557,0.00142,0.94674,0.94867,0.95189,0.77333,0.63169,0.47278,0.0017,0.000283085,0.000283085,0.000283085
83,5018.09,0.65994,0.38738,0.00122,0.97161,0.92502,0.95222,0.76385,0.63179,0.47224,0.00162,0.000268938,0.000268938,0.000268938
84,5088.99,0.69722,0.40634,0.00135,0.96275,0.92907,0.95361,0.76854,0.62595,0.46516,0.00156,0.000254791,0.000254791,0.000254791
85,5157.57,0.66691,0.38474,0.00123,0.96283,0.92986,0.9535,0.76059,0.64907,0.47052,0.00172,0.000240644,0.000240644,0.000240644
86,5227.09,0.68987,0.37649,0.00131,0.9516,0.93297,0.95284,0.7718,0.63789,0.46485,0.00167,0.000226497,0.000226497,0.000226497
87,5296.41,0.61345,0.37579,0.00115,0.97311,0.93899,0.9554,0.78653,0.62577,0.45818,0.00164,0.000212349,0.000212349,0.000212349
88,5363.65,0.63178,0.37771,0.00122,0.96536,0.9469,0.95345,0.78187,0.62675,0.46213,0.00162,0.000198202,0.000198202,0.000198202
89,5429.02,0.62778,0.3712,0.0011,0.96516,0.944,0.9546,0.78163,0.61665,0.45707,0.00153,0.000184055,0.000184055,0.000184055
90,5495.28,0.63549,0.38187,0.00116,0.95083,0.9431,0.9535,0.77873,0.61859,0.45246,0.00153,0.000169908,0.000169908,0.000169908
91,5588.55,0.64489,0.45799,0.0013,0.94713,0.93553,0.95267,0.77121,0.63066,0.45691,0.00155,0.000155761,0.000155761,0.000155761
92,5666.86,0.60391,0.40768,0.00133,0.95106,0.93382,0.95251,0.76873,0.65067,0.46445,0.00163,0.000141614,0.000141614,0.000141614
93,5740.58,0.62871,0.41613,0.00129,0.95195,0.92573,0.95149,0.77374,0.64705,0.46931,0.0016,0.000127467,0.000127467,0.000127467
94,5808.28,0.60804,0.40212,0.00121,0.96537,0.92466,0.95326,0.77288,0.62547,0.46455,0.00151,0.00011332,0.00011332,0.00011332
95,5869.69,0.63019,0.45127,0.00136,0.95691,0.91571,0.95279,0.75659,0.63502,0.46522,0.00153,9.91726e-05,9.91726e-05,9.91726e-05
96,5916.99,0.63293,0.39275,0.00129,0.95642,0.92041,0.95267,0.7549,0.63985,0.46347,0.00153,8.50255e-05,8.50255e-05,8.50255e-05
97,5959.76,0.61765,0.42932,0.00122,0.95312,0.91881,0.95242,0.75573,0.64173,0.4642,0.00155,7.08784e-05,7.08784e-05,7.08784e-05
98,6007.88,0.61256,0.44507,0.00129,0.95181,0.91713,0.95237,0.75773,0.64342,0.46157,0.00158,5.67313e-05,5.67313e-05,5.67313e-05
99,6053.56,0.60866,0.41155,0.0012,0.95281,0.91884,0.95209,0.76675,0.64119,0.45713,0.00156,4.25842e-05,4.25842e-05,4.25842e-05
100,6097.53,0.62052,0.43518,0.00124,0.97372,0.91364,0.95153,0.76642,0.63928,0.45686,0.00155,2.84371e-05,2.84371e-05,2.84371e-05
